Основной ОКВЭД,Кол-во дополнительных ОКВЭДОВ,Нормализованно Кол-во сотрудников,Система налогообложения,Отношение оборотов,"Нормализованно Доходы (тыс, руб.)",ЗСК,Мошенники,Сервисы регистраторы,Вся негативная информация,Нормализованно Налоговая нагрузка,Нормализованно Уставной капитал (руб),Оценка надежности,Нормализованно Возможная сумма при 3%,score,result
611,0.5,0.0,1,0.0,0.0,0.0,0.792682137479403,0.1055015745780799,0,0.9344910767047938,0.0,0.03,0.0,-0.2979888362202638,1
892,0.0,0.0,0,1.0,0.290699015773103,0.0,0.0,0.0,0,0.0,0.3482166963247878,0.02,0.0,1.088987240582794,0
946,0.5,0.0,1,0.8333333333333334,0.0,0.0,0.674923091684478,0.0254805360106403,0,0.7667309303219169,0.0,0.23,0.5004084686532692,-4.883429045336238,1
788,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.8626996502812897,0.2785761395134556,0.33,0.5342332469686681,-15.86324062576316,1
793,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.8626996502812897,0.0,0.21,0.5004084686532692,-13.015540594672725,1
307,0.5,0.0,1,0.0,0.0,0.0,0.528806443656317,0.9930650146840664,1,0.8626996502812897,0.0,0.09,0.0,4.0753433859484645,0
763,0.5,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0.5063978698806405,-5.531989349403174,1
332,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.05,0.0,2.9999999999999845,0
637,0.5,0.1319069322883358,0,1.0,0.650751719489882,2.0,0.0,0.0,0,0.0,0.3482166963247878,0.89,0.7459193647084404,19.255365737596712,0
120,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.2785761395134556,0.09,0.0,0.9214238604865395,0
708,0.5,0.0,1,0.01,0.0,0.0,0.619177555391113,0.0144964561617733,0,0.9344910767047938,0.0,0.54,0.5085863006773242,-14.944987706810966,1
611,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.05,0.0,2.9999999999999845,0
633,0.0,0.0,1,0.16666666666666666,0.0,1.0,0.277469064783417,0.94080954373741,1,0.8626996502812897,0.0,0.05,0.0,22.051111529285233,0
613,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.47,0.4903996406455188,-7.85199820322755,1
304,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.58,0.5004084686532692,10.897957656733597,0
484,0.0,0.0,1,0.0,0.0,2.0,0.0,0.0,0,0.7667309303219169,0.31180241181980956,0.92,0.6780454983848119,11.064315444646486,0
797,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.22,0.5085863006773242,-3.9429315033866,1
302,0.5,0.0,1,0.0,0.0,1.0,0.528806443656317,0.9930650146840664,1,0.7667309303219169,0.0,0.01,0.0,26.15518698574521,0
542,0.5,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.58,0.5085863006773242,-13.14293150338655,1
768,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.2785761395134556,0.48,0.5260553684374635,-9.508852981700722,1
293,0.5,0.0,0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.2785761395134556,0.07,0.0,22.321423860486426,0
828,0.5,0.0,1,0.0,0.0,0.0,0.528806443656317,0.9930650146840664,0,0.7667309303219169,0.0,0.4,0.5004084686532692,-6.1468553575209635,1
302,0.0,0.16644801656609323,0,1.0,0.5010704555654537,0.0,0.0,0.0,1,0.0,0.3272522828698422,0.83,0.6119837627818823,-17.324348952173164,1
600,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.0,0.72,0.5085863006773242,-23.27658615499608,1
800,1.0,0.1319069322883358,1,0.03333333333333333,0.443912754669955,0.0,0.0,0.0,1,0.8626996502812897,0.2785761395134556,0.84,0.6073307126327687,-25.368192837340104,1
768,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.0,0.21,0.5085863006773242,-13.076586154996134,1
187,0.0,0.08322400828304662,0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.29953934324961,0.07,0.0,21.134012640184185,0
283,0.0,0.0,0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.2785761395134556,0.4,0.5260553684374635,32.091147018299054,0
503,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.09,0.0,1.1999999999999935,0
828,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,1,0.7667309303219169,0.0,0.34,0.5085863006773242,-13.676586154996134,1
716,0.5,0.08322400828304662,1,0.0,0.4188297199450977,0.0,0.0,0.0,0,0.7667309303219169,0.2785761395134556,0.79,0.548396063644552,-26.495978005692145,1
302,0.0,0.0,0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.31180241181980956,0.25,0.5288596646837346,35.04389926476133,0
903,0.5,0.0,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0.5063978698806405,-3.5319893494031835,1
338,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.7667309303219169,0.2785761395134556,0.06,0.0,-6.312230791123007,1
567,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.0,0.07,0.0,-7.233654651609546,1
340,0.5,0.0,1,0.0,0.0,0.0,0.552532199304056,0.9626909933106907,0,0.7667309303219169,0.0,0.02,0.0,3.9627489026869864,0
613,0.5,0.0,1,0.16666666666666666,0.0,0.0,0.660741555357232,0.1976839623348598,0,0.7667309303219169,0.0,0.1,0.5085863006773242,-3.4045499381291733,1
581,0.5,0.0,0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.38144478323957076,0.02,0.0,23.2185552167603,0
283,0.5,0.08322400828304662,0,1.0,0.0,2.0,0.0,0.0,1,0.0,0.41785970288893654,0.03,0.0,44.81569228054474,0
503,0.0,0.0,1,0.16666666666666666,0.0,2.0,0.528806443656317,0.9930650146840664,1,0.8626996502812897,0.31180241181980956,0.61,0.5288596646837346,30.219242650709848,0
637,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.15,0.5004084686532692,0.49795765673365255,1
306,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06,0.0,2.799999999999985,0
789,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.01,0.0,2.7999999999999847,0
623,0.5,0.0,1,0.16666666666666666,0.0,1.0,0.0,0.0,0,0.7667309303219169,0.0,0.11,0.4903996406455188,10.01434714516277,0
611,0.5,0.0,1,0.0,0.0,1.0,0.0692934923321219,0.3234335548459713,0,0.7667309303219169,0.0,0.5,0.5004084686532692,4.159252272856853,0
659,0.5,0.0,1,0.0,0.0,0.0,0.458500064141934,0.926795176204596,0,0.7667309303219169,0.0,0.02,0.0,2.9951169187534483,0
789,0.5,0.0,1,0.0,0.0,1.0,0.049229307224806,0.2526810548958352,0,0.7667309303219169,0.0,0.64,0.5004084686532692,0.7742237922975246,1
633,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.84,0.5085863006773242,-16.34293150338653,1
304,0.5,0.0,1,0.0,0.0,2.0,0.528806443656317,0.9930650146840664,1,0.7667309303219169,0.0,0.07,0.0,44.955186985745115,0
893,0.5,0.08322400828304662,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.2904327427640535,0.45,0.5267445618496781,-9.090603568578489,1
668,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.09,0.0,2.1999999999999886,0
611,0.0,0.24967202484913986,0,1.0,0.5281608390042685,0.0,0.0,0.0,0,0.0,0.2785761395134556,0.86,0.6544118207733985,-20.362622649095695,1
659,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.55,0.5085863006773242,-10.542931503386566,1
283,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,0.7667309303219169,0.2785761395134556,0.08,0.0,11.2877692088769,0
283,0.0,0.0,1,0.16666666666666666,0.0,2.0,0.337597543947365,0.9696926812532796,0,0.7667309303219169,0.0,0.08,0.0,40.5852817874888,0
707,0.5,0.0,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0.5085863006773242,-1.5429315033866127,1
946,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.13,0.5085863006773242,-1.142931503386615,1
980,0.5,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.0,0.06,0.0,-6.533654651609549,1
489,0.5,0.0,0,1.0,0.0,2.0,0.0,0.0,1,0.0,0.2840900770569565,0.06,0.0,44.51590992294281,0
503,0.0,0.0,1,0.0,0.0,1.0,0.499943683114367,0.9834944376573678,0,0.7667309303219169,0.2785761395134556,0.05,0.0,21.788285299735982,0
634,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.08,0.0,1.3999999999999924,0
785,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0.532762486529333,-4.6638124326466395,1
637,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.0,0.07,0.0,-7.233654651609546,1
116,0.5,0.0,1,0.0,0.0,1.0,0.556257651539852,0.9792320399821955,0,0.7667309303219169,0.3272522828698422,0.04,0.0,23.364546517732435,0
770,0.5,0.08322400828304662,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.29550080994868494,0.01,0.0,3.3380511734852036,0
509,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.13,0.5085863006773242,-1.142931503386615,1
503,0.0,0.0,1,0.0,0.0,1.0,0.577323304097232,0.9648113231600618,1,0.7667309303219169,0.0,0.01,0.0,25.373799720128506,0
668,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.2785761395134556,0.37,0.5342332469686681,-7.349742374356756,1
723,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.07,0.0,2.5999999999999863,0
317,0.5,0.08322400828304662,1,0.0,0.394728709573648,1.0,0.0,0.0,0,0.8626996502812897,0.2785761395134556,0.3,0.516815294091446,3.078486283762164,0
707,0.5,0.1319069322883358,1,0.0,0.3991253922100349,0.0,0.0,0.0,0,0.7667309303219169,0.2785761395134556,0.12,0.5583701745019471,-13.164397097049518,1
503,0.0,0.0,1,0.16666666666666666,0.0,2.0,0.260072135907361,0.949849515775654,1,0.7667309303219169,0.3549657668858489,0.01,0.0,42.891053763417155,0
876,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.2785761395134556,0.81,0.6112783091640371,-16.53496768533355,1
323,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.0,0.01,0.0,-6.033654651609552,1
911,0.5,0.0,1,0.0,0.0,1.0,0.24586930190159,0.9677641447935792,0,0.7667309303219169,0.0,0.2,0.5063978698806405,15.407895282961329,0
980,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.67,0.5085863006773242,-11.942931503386559,1
530,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.06,0.0,1.7999999999999903,0
489,0.0,0.0,1,0.0,0.0,2.0,0.764243262157277,0.982169924828131,1,0.8626996502812897,0.3272522828698422,0.07,0.0,44.96621511195048,0
790,0.5,0.24967202484913986,0,1.0,0.4022239608079708,0.0,0.0,0.0,0,0.0,0.31180241181980956,0.73,0.5235240797834538,-15.637662703667157,1
489,0.0,0.0,1,0.03333333333333333,0.0,1.0,0.0,0.0,1,0.8626996502812897,0.3272522828698422,0.03,0.0,13.859249465723632,0
611,0.5,0.0,1,1.0,0.0,0.0,0.0390871559214964,0.6507936497956717,1,0.0,0.0,0.26,0.5004084686532692,-0.484583197120342,1
503,0.0,0.0,1,0.16666666666666666,0.0,1.0,0.528806443656317,0.9930650146840664,0,0.7667309303219169,0.3482166963247878,0.04,0.0,22.70697028942044,0
611,0.5,0.0,1,0.16666666666666666,0.0,0.0,0.408145590501604,0.3171594065429836,0,0.7667309303219169,0.0,0.07,0.0,-1.565533488338842,1
340,0.5,0.0,1,0.0,0.0,1.0,0.532492414638035,0.9930650146840664,0,0.7667309303219169,0.2785761395134556,0.08,0.0,22.50609861408551,0
302,0.0,0.0,1,0.03333333333333333,0.0,0.0,0.0,0.0,1,0.8626996502812897,0.2785761395134556,0.07,0.0,-6.892074390919866,1
707,0.0,0.08322400828304662,0,1.0,0.2943596461752053,1.0,0.0,0.0,0,0.0,0.2785761395134556,0.07,0.0,19.977537259219517,0
776,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.32,0.5085863006773242,-4.942931503386594,1
957,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.04,0.0,3.199999999999983,0
315,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.8626996502812897,0.31180241181980956,0.09,0.0,-7.425300663226218,1
707,0.5,0.0,1,0.0,0.0,1.0,0.0,0.0,0,0.7667309303219169,0.0,0.09,0.0,12.366345348390352,0
611,0.5,0.0,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0.5004084686532692,-7.502042343266306,1
595,0.5,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,1,0.7667309303219169,0.0,0.09,0.0,-5.133654651609557,1
323,0.5,0.0,1,0.0,0.0,1.0,0.107012288025531,0.9744434846239198,1,0.7667309303219169,0.0,0.2,0.5004084686532692,16.36706221707175,0
302,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.8626996502812897,0.0,0.07,0.0,-7.713498251406407,1
83,0.0,0.0,1,0.16666666666666666,0.3631770524021322,1.0,0.906195501572573,0.5024250518615483,0,0.7667309303219169,0.0,0.2,0.5063978698806405,15.945762113128469,0
865,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.8626996502812897,0.0,0.42,0.5085863006773242,-17.256429754792975,1
304,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0.5063978698806405,-3.531989349403184,1
668,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.01,0.0,3.79999999999998,0
607,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.18,0.5085863006773242,-2.1429315033866096,1
484,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.66,0.5085863006773242,-12.742931503386552,1
302,0.5,0.0,1,1.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.04,0.0,40.19999999999978,0
306,0.5,0.0,0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.2814585868905395,0.01,0.0,23.518541413109332,0
304,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2,0.5063978698806405,-3.531989349403184,1
797,0.5,0.0,1,0.03333333333333333,0.0,0.0,0.0,0.0,1,0.8626996502812897,0.2963528096012524,0.61,0.5271982104868959,-19.345842113442075,1
635,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.31,0.5004084686532692,-2.7020423432663305,1
668,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.08,0.0,2.3999999999999875,0
611,0.5,0.0,1,0.16666666666666666,0.0,1.0,0.87174556825311,0.2465878080021494,0,0.8626996502812897,0.0,0.17,0.5004084686532692,16.737950799364892,0
283,0.0,0.0,1,0.16666666666666666,0.0,1.0,0.149698768183525,0.9804772155015202,1,0.7667309303219169,0.0,0.87,0.6174489150439666,2.2595542116478895,0
503,0.0,0.0,1,0.16666666666666666,0.0,2.0,0.475719184674021,0.9263047205536016,1,0.8626996502812897,0.31180241181980956,0.69,0.5288596646837346,27.79398281406871,0
283,0.0,0.08322400828304662,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.2785761395134556,0.44,0.5260553684374635,-6.87530099826683,1
283,0.0,0.08322400828304662,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.2785761395134556,0.44,0.5260553684374635,-6.87530099826683,1
804,0.5,0.1319069322883358,1,0.0,0.3933170944373146,0.0,0.0,0.0,0,0.7667309303219169,0.2785761395134556,0.24,0.5255607023827795,-15.377116545362785,1
427,0.5,0.08322400828304662,1,0.0,0.40669777231879034,0.0,0.0,0.0,0,0.7667309303219169,0.2785761395134556,0.23,0.5521778667813211,-15.266359230870819,1
304,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1,0.7667309303219169,0.0,0.02,0.0,14.766345348390336,0
136,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.52,0.5085863006773242,-8.942931503386575,1
484,0.0,0.1319069322883358,1,0.0,0.5673006294466878,2.0,0.0,0.0,1,0.9344910767047938,0.3340012929411532,0.01,0.0,31.26052694117129,0
643,0.5,0.1932401630015445,0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.2785761395134556,0.09,0.0,21.534943534483336,0
633,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.31180241181980956,0.09,0.0,1.888197588180181,0
283,0.5,0.0,0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.3272522828698422,0.22,0.5314989053611596,36.61525319032417,0
611,0.5,0.0,1,1.0,0.0,0.0,0.0565407800236311,0.3772206237682353,0,0.0,0.0,0.74,0.5004084686532692,-13.586392360467812,1
783,0.5,0.08322400828304662,0,1.0,0.4145108342240474,0.0,0.0,0.0,0,0.0,0.2785761395134556,0.2,0.534521699284989,-4.775675989400659,1
303,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0.5085863006773242,-5.542931503386591,1
244,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.2785761395134556,0.03,0.0,3.121423860486528,0
283,0.0,0.1319069322883358,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.2785761395134556,0.85,0.649577967693399,-17.790279842557027,1
503,0.0,0.0,1,0.05,0.0,2.0,0.0,0.0,0,0.9344910767047938,0.2785761395134556,0.03,0.0,31.598968476962405,0
768,0.5,0.0,1,0.0,0.0,1.0,0.0,0.0,0,0.7667309303219169,0.0,0.2,0.5063978698806405,7.634355998987174,0
913,0.0,0.08322400828304662,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.2908387040517996,0.71,0.5349509291920562,-17.332041366578082,1
283,0.5,0.0,0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.49,0.5004084686532692,31.69795765673349,0
957,0.5,0.0,1,0.0,0.0,0.0,0.700522564380998,0.829315359874627,1,0.7667309303219169,0.0,0.03,0.0,6.146418022686129,0
833,0.5,0.0,1,0.0,0.0,0.0,0.930672700202697,0.2637914760796134,0,0.7667309303219169,0.0,0.07,0.0,1.7944758064896635,0
611,0.0,0.0,1,0.0,0.0,0.0,0.0223199615783002,0.0555126787124209,0,0.7667309303219169,0.0,0.26,0.5085863006773242,-14.064950390095202,1
302,0.5,0.0,1,0.8333333333333334,0.0,2.0,0.528806443656317,0.9930650146840664,1,0.7667309303219169,0.0,0.08,0.0,47.2551869857451,0
450,0.0,0.08322400828304662,0,1.0,0.4427558393488156,0.0,0.0,0.0,0,0.0,0.2785761395134556,0.4,0.5779867897139436,-10.105981462044477,1
503,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.05,0.0,3.999999999999979,0
690,0.5,0.0,1,0.0,0.0,0.0,0.528806443656317,0.9930650146840664,0,0.7667309303219169,0.0,0.01,0.0,4.155186985745328,0
980,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.12,0.5085863006773242,-0.9429315033866159,1
987,0.5,0.08322400828304662,0,1.0,0.32429292165833024,1.0,0.0,0.0,0,0.0,0.2785761395134556,0.55,0.5494286803714525,8.510660755429821,0
149,0.5,0.1932401630015445,0,1.0,0.4560094714519612,0.0,0.0,0.0,0,0.0,0.2785761395134556,0.8,0.5898475048034026,-17.43833187534131,1
332,0.5,0.0,1,1.0,0.0,0.0,0.335431280678621,0.2825713241858269,0,0.0,0.0,0.1,0.5004084686532692,0.8768358472775792,0
797,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.0,0.24,0.5085863006773242,-14.176586154996128,1
934,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0,0.8626996502812897,0.0,0.11,0.5085863006773242,-11.556429754793008,1
946,0.5,0.0,1,0.0,0.0,2.0,0.0,0.0,0,0.7667309303219169,0.2785761395134556,0.06,0.0,32.68776920887678,0
484,0.5,0.08322400828304662,1,0.16666666666666666,0.0,2.0,0.224303478590272,0.9679583372491244,1,0.7667309303219169,0.3272522828698422,0.06,0.0,42.57482290117118,0
283,0.0,0.0,1,0.8333333333333334,0.0,2.0,0.0,0.0,1,0.7667309303219169,0.2785761395134556,0.03,0.0,36.78776920887677,0
283,0.5,0.0,1,0.16666666666666666,0.0,2.0,0.0932356880129165,0.9035208283737588,1,0.7667309303219169,0.0,0.01,0.0,42.63335582273608,0
340,0.5,0.0,1,0.0,0.0,0.0,0.789116656544319,0.7866308111085836,0,0.7667309303219169,0.0,0.21,0.5004084686532692,-1.502978875869868,1
707,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.63,0.5085863006773242,-12.142931503386556,1
304,0.5,0.2151309405713824,1,0.05,0.44733836308668334,0.0,0.0,0.0,1,0.9344910767047938,0.2785761395134556,0.35,0.5867908805668872,-16.954601259361265,1
557,0.5,0.0,1,0.8333333333333334,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.0,0.37,0.5085863006773242,-13.276586154996135,1
159,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.608102136108575,0.1017556786067906,0,0.8626996502812897,0.0,0.08,0.0,-2.9381470908970884,1
611,0.5,0.0,1,0.03333333333333333,0.0,0.0,0.0,0.0,0,0.8626996502812897,0.0,0.06,0.0,-7.413498251406409,1
643,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.3272522828698422,0.03,0.0,22.07274771713004,0
707,0.5,0.08322400828304662,0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.2785761395134556,0.35,0.5260553684374635,13.924699001733055,0
302,0.0,0.0,1,0.16666666666666666,0.0,2.0,0.360809069374837,0.9887678808349843,1,0.7667309303219169,0.0,0.05,0.0,43.485425188398786,0
283,0.5,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,1,0.7667309303219169,0.2785761395134556,0.05,0.0,-4.612230791123015,1
659,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.49,0.5085863006773242,-8.342931503386577,1
611,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.82,0.5085863006773242,-14.94293150338654,1
367,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.04,0.0,3.199999999999983,0
356,0.5,0.1319069322883358,0,1.0,0.4351648756801686,0.0,0.0,0.0,0,0.0,0.2785761395134556,0.66,0.5456594633602749,-14.2113468236121,1
595,0.5,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.53,0.4903996406455188,-12.05199820322753,1
833,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.0,0.08,0.0,-7.433654651609545,1
687,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.0,0.5,0.5085863006773242,-18.876586154996104,1
611,0.5,0.0,1,0.16666666666666666,0.0,1.0,0.939969877197032,0.1314269239977584,0,0.8626996502812897,0.0,0.49,0.5004084686532692,10.192779966889963,0
658,0.0,0.08322400828304662,0,1.0,0.5076915476432234,1.0,0.0,0.0,1,0.0,0.2785761395134556,0.88,0.636095454232519,1.7437323821849555,0
707,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.09,0.0,2.1999999999999886,0
503,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,0.7667309303219169,0.2785761395134556,0.07,0.0,11.4877692088769,0
503,0.0,0.08322400828304662,1,0.0,0.5713977773308662,0.0,0.0,0.0,1,0.7667309303219169,0.33013495019039896,0.89,0.6667357295964452,-28.749507375671616,1
627,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.42,0.5004084686532692,-6.902042343266309,1
539,0.5,0.0,1,0.166667,0.0,0.0,0.806027051099208,0.0293527192095277,0,0.8626996502812897,0.0,0.2,0.5063978698806405,-5.721153876758789,1
